County,Agency Name,Offense Description,Agency Name,County,Offense Description,Min. months_submitted,Min. year of year,Offense Count
Outagamie,Seymour,Motor Vehicle Theft,Seymour,Outagamie,Motor Vehicle Theft,12,2019,0
Outagamie,Outagamie Co SO,Motor Vehicle Theft,Outagamie Co SO,Outagamie,Motor Vehicle Theft,12,2019,20
Outagamie,Kaukauna PD,Motor Vehicle Theft,Kaukauna PD,Outagamie,Motor Vehicle Theft,12,2019,9
Outagamie,Hortonville PD,Motor Vehicle Theft,Hortonville PD,Outagamie,Motor Vehicle Theft,12,2019,1
Outagamie,Grand Chute PD,Motor Vehicle Theft,Grand Chute PD,Outagamie,Motor Vehicle Theft,12,2019,32
Outagamie,Fox Valley Metro PD,Motor Vehicle Theft,Fox Valley Metro PD,Outagamie,Motor Vehicle Theft,12,2019,7
Outagamie,Appleton PD,Motor Vehicle Theft,Appleton PD,Outagamie,Motor Vehicle Theft,12,2019,55
Outagamie,Shiocton PD,Larceny Theft,Shiocton PD,Outagamie,Larceny Theft,12,2019,0
Outagamie,Seymour,Larceny Theft,Seymour,Outagamie,Larceny Theft,12,2019,35
Outagamie,Outagamie Co SO,Larceny Theft,Outagamie Co SO,Outagamie,Larceny Theft,12,2019,164
Outagamie,Kaukauna PD,Larceny Theft,Kaukauna PD,Outagamie,Larceny Theft,12,2019,89
Outagamie,Hortonville PD,Larceny Theft,Hortonville PD,Outagamie,Larceny Theft,12,2019,27
Outagamie,Grand Chute PD,Larceny Theft,Grand Chute PD,Outagamie,Larceny Theft,12,2019,664
Outagamie,Fox Valley Metro PD,Larceny Theft,Fox Valley Metro PD,Outagamie,Larceny Theft,12,2019,76
Outagamie,Appleton PD,Larceny Theft,Appleton PD,Outagamie,Larceny Theft,12,2019,925
Outagamie,Shiocton PD,Burglary,Shiocton PD,Outagamie,Burglary,12,2019,0
Outagamie,Seymour,Burglary,Seymour,Outagamie,Burglary,12,2019,1
Outagamie,Outagamie Co SO,Burglary,Outagamie Co SO,Outagamie,Burglary,12,2019,87
Outagamie,Kaukauna PD,Burglary,Kaukauna PD,Outagamie,Burglary,12,2019,13
Outagamie,Hortonville PD,Burglary,Hortonville PD,Outagamie,Burglary,12,2019,1
Outagamie,Grand Chute PD,Burglary,Grand Chute PD,Outagamie,Burglary,12,2019,29
Outagamie,Fox Valley Metro PD,Burglary,Fox Valley Metro PD,Outagamie,Burglary,12,2019,6
Outagamie,Appleton PD,Burglary,Appleton PD,Outagamie,Burglary,12,2019,108
Outagamie,Shiocton PD,Aggravated Assault,Shiocton PD,Outagamie,Aggravated Assault,12,2019,0
Outagamie,Seymour,Aggravated Assault,Seymour,Outagamie,Aggravated Assault,12,2019,5
Outagamie,Outagamie Co SO,Aggravated Assault,Outagamie Co SO,Outagamie,Aggravated Assault,12,2019,29
Outagamie,Kaukauna PD,Aggravated Assault,Kaukauna PD,Outagamie,Aggravated Assault,12,2019,9
Outagamie,Hortonville PD,Aggravated Assault,Hortonville PD,Outagamie,Aggravated Assault,12,2019,1
Outagamie,Grand Chute PD,Aggravated Assault,Grand Chute PD,Outagamie,Aggravated Assault,12,2019,53
Outagamie,Fox Valley Metro PD,Aggravated Assault,Fox Valley Metro PD,Outagamie,Aggravated Assault,12,2019,16
Outagamie,Appleton PD,Aggravated Assault,Appleton PD,Outagamie,Aggravated Assault,12,2019,156
Outagamie,Shiocton PD,Robbery,Shiocton PD,Outagamie,Robbery,12,2019,0
Outagamie,Seymour,Robbery,Seymour,Outagamie,Robbery,12,2019,0
Outagamie,Outagamie Co SO,Robbery,Outagamie Co SO,Outagamie,Robbery,12,2019,0
Outagamie,Kaukauna PD,Robbery,Kaukauna PD,Outagamie,Robbery,12,2019,1
Outagamie,Hortonville PD,Robbery,Hortonville PD,Outagamie,Robbery,12,2019,0
Outagamie,Grand Chute PD,Robbery,Grand Chute PD,Outagamie,Robbery,12,2019,4
Outagamie,Fox Valley Metro PD,Robbery,Fox Valley Metro PD,Outagamie,Robbery,12,2019,0
Outagamie,Appleton PD,Robbery,Appleton PD,Outagamie,Robbery,12,2019,25
Outagamie,Shiocton PD,Rape - revised 2017,Shiocton PD,Outagamie,Rape - revised 2017,12,2019,0
Outagamie,Seymour,Rape - revised 2017,Seymour,Outagamie,Rape - revised 2017,12,2019,5
Outagamie,Outagamie Co SO,Rape - revised 2017,Outagamie Co SO,Outagamie,Rape - revised 2017,12,2019,10
Outagamie,Kaukauna PD,Rape - revised 2017,Kaukauna PD,Outagamie,Rape - revised 2017,12,2019,5
Outagamie,Hortonville PD,Rape - revised 2017,Hortonville PD,Outagamie,Rape - revised 2017,12,2019,0
Outagamie,Grand Chute PD,Rape - revised 2017,Grand Chute PD,Outagamie,Rape - revised 2017,12,2019,12
Outagamie,Fox Valley Metro PD,Rape - revised 2017,Fox Valley Metro PD,Outagamie,Rape - revised 2017,12,2019,9
Outagamie,Appleton PD,Rape - revised 2017,Appleton PD,Outagamie,Rape - revised 2017,12,2019,35
Outagamie,Shiocton PD,Homicide,Shiocton PD,Outagamie,Homicide,12,2019,0
Outagamie,Seymour,Homicide,Seymour,Outagamie,Homicide,12,2019,2
Outagamie,Outagamie Co SO,Homicide,Outagamie Co SO,Outagamie,Homicide,12,2019,0
Outagamie,Kaukauna PD,Homicide,Kaukauna PD,Outagamie,Homicide,12,2019,0
Outagamie,Hortonville PD,Homicide,Hortonville PD,Outagamie,Homicide,12,2019,0
Outagamie,Grand Chute PD,Homicide,Grand Chute PD,Outagamie,Homicide,12,2019,3
Outagamie,Fox Valley Metro PD,Homicide,Fox Valley Metro PD,Outagamie,Homicide,12,2019,0
Outagamie,Appleton PD,Homicide,Appleton PD,Outagamie,Homicide,12,2019,2
Ozaukee,Thiensville PD,Human Trafficking - Involuntary Servitude,Thiensville PD,Ozaukee,Human Trafficking - Involuntary Servitude,12,2019,0
Ozaukee,Saukville PD,Human Trafficking - Involuntary Servitude,Saukville PD,Ozaukee,Human Trafficking - Involuntary Servitude,12,2019,0
Ozaukee,Port Washington PD,Human Trafficking - Involuntary Servitude,Port Washington PD,Ozaukee,Human Trafficking - Involuntary Servitude,12,2019,0
Ozaukee,Ozaukee Co SO,Human Trafficking - Involuntary Servitude,Ozaukee Co SO,Ozaukee,Human Trafficking - Involuntary Servitude,12,2019,0
Ozaukee,Mequon PD,Human Trafficking - Involuntary Servitude,Mequon PD,Ozaukee,Human Trafficking - Involuntary Servitude,12,2019,0
Ozaukee,Grafton PD,Human Trafficking - Involuntary Servitude,Grafton PD,Ozaukee,Human Trafficking - Involuntary Servitude,12,2019,0
Ozaukee,Cedarburg PD,Human Trafficking - Involuntary Servitude,Cedarburg PD,Ozaukee,Human Trafficking - Involuntary Servitude,12,2019,0
Ozaukee,Thiensville PD,Human Trafficking - Commercial Sex,Thiensville PD,Ozaukee,Human Trafficking - Commercial Sex,12,2019,0
Ozaukee,Saukville PD,Human Trafficking - Commercial Sex,Saukville PD,Ozaukee,Human Trafficking - Commercial Sex,12,2019,0
Ozaukee,Port Washington PD,Human Trafficking - Commercial Sex,Port Washington PD,Ozaukee,Human Trafficking - Commercial Sex,12,2019,0
Ozaukee,Ozaukee Co SO,Human Trafficking - Commercial Sex,Ozaukee Co SO,Ozaukee,Human Trafficking - Commercial Sex,12,2019,0
Ozaukee,Mequon PD,Human Trafficking - Commercial Sex,Mequon PD,Ozaukee,Human Trafficking - Commercial Sex,12,2019,0
Ozaukee,Grafton PD,Human Trafficking - Commercial Sex,Grafton PD,Ozaukee,Human Trafficking - Commercial Sex,12,2019,0
Ozaukee,Cedarburg PD,Human Trafficking - Commercial Sex,Cedarburg PD,Ozaukee,Human Trafficking - Commercial Sex,12,2019,0
Ozaukee,Thiensville PD,Simple Assault,Thiensville PD,Ozaukee,Simple Assault,12,2019,0
Ozaukee,Saukville PD,Simple Assault,Saukville PD,Ozaukee,Simple Assault,12,2019,6
Ozaukee,Port Washington PD,Simple Assault,Port Washington PD,Ozaukee,Simple Assault,12,2019,11
Ozaukee,Ozaukee Co SO,Simple Assault,Ozaukee Co SO,Ozaukee,Simple Assault,12,2019,16
Ozaukee,Mequon PD,Simple Assault,Mequon PD,Ozaukee,Simple Assault,12,2019,22
Ozaukee,Grafton PD,Simple Assault,Grafton PD,Ozaukee,Simple Assault,12,2019,4
Ozaukee,Cedarburg PD,Simple Assault,Cedarburg PD,Ozaukee,Simple Assault,12,2019,5
Ozaukee,Thiensville PD,Arson,Thiensville PD,Ozaukee,Arson,12,2019,0
Ozaukee,Saukville PD,Arson,Saukville PD,Ozaukee,Arson,12,2019,0
Ozaukee,Port Washington PD,Arson,Port Washington PD,Ozaukee,Arson,12,2019,0
Ozaukee,Ozaukee Co SO,Arson,Ozaukee Co SO,Ozaukee,Arson,12,2019,0
Ozaukee,Mequon PD,Arson,Mequon PD,Ozaukee,Arson,12,2019,0
Ozaukee,Grafton PD,Arson,Grafton PD,Ozaukee,Arson,12,2019,0
Ozaukee,Cedarburg PD,Arson,Cedarburg PD,Ozaukee,Arson,12,2019,0
Ozaukee,Thiensville PD,Motor Vehicle Theft,Thiensville PD,Ozaukee,Motor Vehicle Theft,12,2019,1
Ozaukee,Saukville PD,Motor Vehicle Theft,Saukville PD,Ozaukee,Motor Vehicle Theft,12,2019,3
Ozaukee,Port Washington PD,Motor Vehicle Theft,Port Washington PD,Ozaukee,Motor Vehicle Theft,12,2019,4
Ozaukee,Ozaukee Co SO,Motor Vehicle Theft,Ozaukee Co SO,Ozaukee,Motor Vehicle Theft,12,2019,7
Ozaukee,Mequon PD,Motor Vehicle Theft,Mequon PD,Ozaukee,Motor Vehicle Theft,12,2019,7
Ozaukee,Grafton PD,Motor Vehicle Theft,Grafton PD,Ozaukee,Motor Vehicle Theft,12,2019,2
Ozaukee,Cedarburg PD,Motor Vehicle Theft,Cedarburg PD,Ozaukee,Motor Vehicle Theft,12,2019,1
Ozaukee,Thiensville PD,Larceny Theft,Thiensville PD,Ozaukee,Larceny Theft,12,2019,21
Ozaukee,Saukville PD,Larceny Theft,Saukville PD,Ozaukee,Larceny Theft,12,2019,53
Ozaukee,Port Washington PD,Larceny Theft,Port Washington PD,Ozaukee,Larceny Theft,12,2019,80
Ozaukee,Ozaukee Co SO,Larceny Theft,Ozaukee Co SO,Ozaukee,Larceny Theft,12,2019,51
Ozaukee,Mequon PD,Larceny Theft,Mequon PD,Ozaukee,Larceny Theft,12,2019,147
Ozaukee,Grafton PD,Larceny Theft,Grafton PD,Ozaukee,Larceny Theft,12,2019,134
Ozaukee,Cedarburg PD,Larceny Theft,Cedarburg PD,Ozaukee,Larceny Theft,12,2019,82
Ozaukee,Thiensville PD,Burglary,Thiensville PD,Ozaukee,Burglary,12,2019,1
Ozaukee,Saukville PD,Burglary,Saukville PD,Ozaukee,Burglary,12,2019,2
Ozaukee,Port Washington PD,Burglary,Port Washington PD,Ozaukee,Burglary,12,2019,4
Ozaukee,Ozaukee Co SO,Burglary,Ozaukee Co SO,Ozaukee,Burglary,12,2019,18
Ozaukee,Mequon PD,Burglary,Mequon PD,Ozaukee,Burglary,12,2019,22
Ozaukee,Grafton PD,Burglary,Grafton PD,Ozaukee,Burglary,12,2019,5
Ozaukee,Cedarburg PD,Burglary,Cedarburg PD,Ozaukee,Burglary,12,2019,6
Ozaukee,Thiensville PD,Aggravated Assault,Thiensville PD,Ozaukee,Aggravated Assault,12,2019,0
Ozaukee,Saukville PD,Aggravated Assault,Saukville PD,Ozaukee,Aggravated Assault,12,2019,0
Ozaukee,Port Washington PD,Aggravated Assault,Port Washington PD,Ozaukee,Aggravated Assault,12,2019,27
Ozaukee,Ozaukee Co SO,Aggravated Assault,Ozaukee Co SO,Ozaukee,Aggravated Assault,12,2019,5
Ozaukee,Mequon PD,Aggravated Assault,Mequon PD,Ozaukee,Aggravated Assault,12,2019,10
Ozaukee,Grafton PD,Aggravated Assault,Grafton PD,Ozaukee,Aggravated Assault,12,2019,4
Ozaukee,Cedarburg PD,Aggravated Assault,Cedarburg PD,Ozaukee,Aggravated Assault,12,2019,1
Ozaukee,Thiensville PD,Robbery,Thiensville PD,Ozaukee,Robbery,12,2019,0
Ozaukee,Saukville PD,Robbery,Saukville PD,Ozaukee,Robbery,12,2019,0
Ozaukee,Port Washington PD,Robbery,Port Washington PD,Ozaukee,Robbery,12,2019,0
Ozaukee,Ozaukee Co SO,Robbery,Ozaukee Co SO,Ozaukee,Robbery,12,2019,0
Ozaukee,Mequon PD,Robbery,Mequon PD,Ozaukee,Robbery,12,2019,1
Ozaukee,Grafton PD,Robbery,Grafton PD,Ozaukee,Robbery,12,2019,3
Ozaukee,Cedarburg PD,Robbery,Cedarburg PD,Ozaukee,Robbery,12,2019,0
Ozaukee,Thiensville PD,Rape - revised 2017,Thiensville PD,Ozaukee,Rape - revised 2017,12,2019,0
Ozaukee,Saukville PD,Rape - revised 2017,Saukville PD,Ozaukee,Rape - revised 2017,12,2019,1
Ozaukee,Port Washington PD,Rape - revised 2017,Port Washington PD,Ozaukee,Rape - revised 2017,12,2019,2
Ozaukee,Ozaukee Co SO,Rape - revised 2017,Ozaukee Co SO,Ozaukee,Rape - revised 2017,12,2019,8
Ozaukee,Mequon PD,Rape - revised 2017,Mequon PD,Ozaukee,Rape - revised 2017,12,2019,3
Ozaukee,Grafton PD,Rape - revised 2017,Grafton PD,Ozaukee,Rape - revised 2017,12,2019,0
Ozaukee,Cedarburg PD,Rape - revised 2017,Cedarburg PD,Ozaukee,Rape - revised 2017,12,2019,1
Ozaukee,Thiensville PD,Homicide,Thiensville PD,Ozaukee,Homicide,12,2019,0
Ozaukee,Saukville PD,Homicide,Saukville PD,Ozaukee,Homicide,12,2019,0
Ozaukee,Port Washington PD,Homicide,Port Washington PD,Ozaukee,Homicide,12,2019,0
Ozaukee,Ozaukee Co SO,Homicide,Ozaukee Co SO,Ozaukee,Homicide,12,2019,0
Ozaukee,Mequon PD,Homicide,Mequon PD,Ozaukee,Homicide,12,2019,0
Ozaukee,Grafton PD,Homicide,Grafton PD,Ozaukee,Homicide,12,2019,1
Ozaukee,Cedarburg PD,Homicide,Cedarburg PD,Ozaukee,Homicide,12,2019,0
Pepin,Pepin PD,Human Trafficking - Involuntary Servitude,Pepin PD,Pepin,Human Trafficking - Involuntary Servitude,12,2019,0
Pepin,Pepin Co SO,Human Trafficking - Involuntary Servitude,Pepin Co SO,Pepin,Human Trafficking - Involuntary Servitude,12,2019,0
Pepin,Durand PD,Human Trafficking - Involuntary Servitude,Durand PD,Pepin,Human Trafficking - Involuntary Servitude,12,2019,0
Pepin,Pepin PD,Human Trafficking - Commercial Sex,Pepin PD,Pepin,Human Trafficking - Commercial Sex,12,2019,0
Pepin,Pepin Co SO,Human Trafficking - Commercial Sex,Pepin Co SO,Pepin,Human Trafficking - Commercial Sex,12,2019,0
Pepin,Durand PD,Human Trafficking - Commercial Sex,Durand PD,Pepin,Human Trafficking - Commercial Sex,12,2019,0
Pepin,Pepin PD,Simple Assault,Pepin PD,Pepin,Simple Assault,12,2019,0
Pepin,Pepin Co SO,Simple Assault,Pepin Co SO,Pepin,Simple Assault,12,2019,4
Pepin,Durand PD,Simple Assault,Durand PD,Pepin,Simple Assault,12,2019,0
Pepin,Pepin PD,Arson,Pepin PD,Pepin,Arson,12,2019,0
Pepin,Pepin Co SO,Arson,Pepin Co SO,Pepin,Arson,12,2019,0
Pepin,Durand PD,Arson,Durand PD,Pepin,Arson,12,2019,0
Pepin,Pepin PD,Motor Vehicle Theft,Pepin PD,Pepin,Motor Vehicle Theft,12,2019,0
Pepin,Pepin Co SO,Motor Vehicle Theft,Pepin Co SO,Pepin,Motor Vehicle Theft,12,2019,0
Pepin,Durand PD,Motor Vehicle Theft,Durand PD,Pepin,Motor Vehicle Theft,12,2019,0
Pepin,Pepin PD,Larceny Theft,Pepin PD,Pepin,Larceny Theft,12,2019,16
Pepin,Pepin Co SO,Larceny Theft,Pepin Co SO,Pepin,Larceny Theft,12,2019,23
Pepin,Durand PD,Larceny Theft,Durand PD,Pepin,Larceny Theft,12,2019,4
Pepin,Pepin PD,Burglary,Pepin PD,Pepin,Burglary,12,2019,1
Pepin,Pepin Co SO,Burglary,Pepin Co SO,Pepin,Burglary,12,2019,7
Pepin,Durand PD,Burglary,Durand PD,Pepin,Burglary,12,2019,2
Pepin,Pepin PD,Aggravated Assault,Pepin PD,Pepin,Aggravated Assault,12,2019,4
Pepin,Pepin Co SO,Aggravated Assault,Pepin Co SO,Pepin,Aggravated Assault,12,2019,2
Pepin,Durand PD,Aggravated Assault,Durand PD,Pepin,Aggravated Assault,12,2019,0
Pepin,Pepin PD,Robbery,Pepin PD,Pepin,Robbery,12,2019,0
Pepin,Pepin Co SO,Robbery,Pepin Co SO,Pepin,Robbery,12,2019,0
Pepin,Durand PD,Robbery,Durand PD,Pepin,Robbery,12,2019,0
Pepin,Pepin PD,Rape - revised 2017,Pepin PD,Pepin,Rape - revised 2017,12,2019,0
Pepin,Pepin Co SO,Rape - revised 2017,Pepin Co SO,Pepin,Rape - revised 2017,12,2019,4
Pepin,Durand PD,Rape - revised 2017,Durand PD,Pepin,Rape - revised 2017,12,2019,2
Pepin,Pepin PD,Homicide,Pepin PD,Pepin,Homicide,12,2019,0
Pepin,Pepin Co SO,Homicide,Pepin Co SO,Pepin,Homicide,12,2019,0
Pepin,Durand PD,Homicide,Durand PD,Pepin,Homicide,12,2019,0
Pierce,UW-River Falls PD,Human Trafficking - Involuntary Servitude,UW-River Falls PD,Pierce,Human Trafficking - Involuntary Servitude,12,2019,0
Pierce,Spring Valley PD,Human Trafficking - Involuntary Servitude,Spring Valley PD,Pierce,Human Trafficking - Involuntary Servitude,12,2019,0
Pierce,River Falls PD (Old),Human Trafficking - Involuntary Servitude,River Falls PD (Old),Pierce,Human Trafficking - Involuntary Servitude,12,2019,0
Pierce,Prescott PD,Human Trafficking - Involuntary Servitude,Prescott PD,Pierce,Human Trafficking - Involuntary Servitude,12,2019,0
Pierce,Pierce Co SO,Human Trafficking - Involuntary Servitude,Pierce Co SO,Pierce,Human Trafficking - Involuntary Servitude,12,2019,0
Pierce,Ellsworth PD,Human Trafficking - Involuntary Servitude,Ellsworth PD,Pierce,Human Trafficking - Involuntary Servitude,12,2019,0
Pierce,UW-River Falls PD,Human Trafficking - Commercial Sex,UW-River Falls PD,Pierce,Human Trafficking - Commercial Sex,12,2019,0
Pierce,Spring Valley PD,Human Trafficking - Commercial Sex,Spring Valley PD,Pierce,Human Trafficking - Commercial Sex,12,2019,0
Pierce,River Falls PD (Old),Human Trafficking - Commercial Sex,River Falls PD (Old),Pierce,Human Trafficking - Commercial Sex,12,2019,0
Pierce,Prescott PD,Human Trafficking - Commercial Sex,Prescott PD,Pierce,Human Trafficking - Commercial Sex,12,2019,0
Pierce,Pierce Co SO,Human Trafficking - Commercial Sex,Pierce Co SO,Pierce,Human Trafficking - Commercial Sex,12,2019,0
Pierce,Ellsworth PD,Human Trafficking - Commercial Sex,Ellsworth PD,Pierce,Human Trafficking - Commercial Sex,12,2019,0
Pierce,UW-River Falls PD,Simple Assault,UW-River Falls PD,Pierce,Simple Assault,12,2019,1
Pierce,Spring Valley PD,Simple Assault,Spring Valley PD,Pierce,Simple Assault,12,2019,2
Pierce,River Falls PD (Old),Simple Assault,River Falls PD (Old),Pierce,Simple Assault,12,2019,54
Pierce,Prescott PD,Simple Assault,Prescott PD,Pierce,Simple Assault,12,2019,12
Pierce,Pierce Co SO,Simple Assault,Pierce Co SO,Pierce,Simple Assault,12,2019,19
Pierce,Ellsworth PD,Simple Assault,Ellsworth PD,Pierce,Simple Assault,12,2019,12
Pierce,UW-River Falls PD,Arson,UW-River Falls PD,Pierce,Arson,12,2019,0
Pierce,Spring Valley PD,Arson,Spring Valley PD,Pierce,Arson,12,2019,0
Pierce,River Falls PD (Old),Arson,River Falls PD (Old),Pierce,Arson,12,2019,0
Pierce,Prescott PD,Arson,Prescott PD,Pierce,Arson,12,2019,0
Pierce,Pierce Co SO,Arson,Pierce Co SO,Pierce,Arson,12,2019,2
Pierce,Ellsworth PD,Arson,Ellsworth PD,Pierce,Arson,12,2019,0
Pierce,UW-River Falls PD,Motor Vehicle Theft,UW-River Falls PD,Pierce,Motor Vehicle Theft,12,2019,0
Pierce,Spring Valley PD,Motor Vehicle Theft,Spring Valley PD,Pierce,Motor Vehicle Theft,12,2019,0
Pierce,River Falls PD (Old),Motor Vehicle Theft,River Falls PD (Old),Pierce,Motor Vehicle Theft,12,2019,6
Pierce,Prescott PD,Motor Vehicle Theft,Prescott PD,Pierce,Motor Vehicle Theft,12,2019,6
Pierce,Pierce Co SO,Motor Vehicle Theft,Pierce Co SO,Pierce,Motor Vehicle Theft,12,2019,3
Pierce,Ellsworth PD,Motor Vehicle Theft,Ellsworth PD,Pierce,Motor Vehicle Theft,12,2019,0
Pierce,UW-River Falls PD,Larceny Theft,UW-River Falls PD,Pierce,Larceny Theft,12,2019,34
Pierce,Spring Valley PD,Larceny Theft,Spring Valley PD,Pierce,Larceny Theft,12,2019,4
Pierce,River Falls PD (Old),Larceny Theft,River Falls PD (Old),Pierce,Larceny Theft,12,2019,158
Pierce,Prescott PD,Larceny Theft,Prescott PD,Pierce,Larceny Theft,12,2019,24
Pierce,Pierce Co SO,Larceny Theft,Pierce Co SO,Pierce,Larceny Theft,12,2019,67
Pierce,Ellsworth PD,Larceny Theft,Ellsworth PD,Pierce,Larceny Theft,12,2019,18
Pierce,UW-River Falls PD,Burglary,UW-River Falls PD,Pierce,Burglary,12,2019,2
Pierce,Spring Valley PD,Burglary,Spring Valley PD,Pierce,Burglary,12,2019,0
Pierce,River Falls PD (Old),Burglary,River Falls PD (Old),Pierce,Burglary,12,2019,25
Pierce,Prescott PD,Burglary,Prescott PD,Pierce,Burglary,12,2019,11
Pierce,Pierce Co SO,Burglary,Pierce Co SO,Pierce,Burglary,12,2019,29
Pierce,Ellsworth PD,Burglary,Ellsworth PD,Pierce,Burglary,12,2019,3
Pierce,UW-River Falls PD,Aggravated Assault,UW-River Falls PD,Pierce,Aggravated Assault,12,2019,1
Pierce,Spring Valley PD,Aggravated Assault,Spring Valley PD,Pierce,Aggravated Assault,12,2019,0
Pierce,River Falls PD (Old),Aggravated Assault,River Falls PD (Old),Pierce,Aggravated Assault,12,2019,6
Pierce,Prescott PD,Aggravated Assault,Prescott PD,Pierce,Aggravated Assault,12,2019,5
Pierce,Pierce Co SO,Aggravated Assault,Pierce Co SO,Pierce,Aggravated Assault,12,2019,4
Pierce,Ellsworth PD,Aggravated Assault,Ellsworth PD,Pierce,Aggravated Assault,12,2019,2
Pierce,UW-River Falls PD,Robbery,UW-River Falls PD,Pierce,Robbery,12,2019,0
Pierce,Spring Valley PD,Robbery,Spring Valley PD,Pierce,Robbery,12,2019,0
Pierce,River Falls PD (Old),Robbery,River Falls PD (Old),Pierce,Robbery,12,2019,2
Pierce,Prescott PD,Robbery,Prescott PD,Pierce,Robbery,12,2019,2
Pierce,Pierce Co SO,Robbery,Pierce Co SO,Pierce,Robbery,12,2019,0
Pierce,Ellsworth PD,Robbery,Ellsworth PD,Pierce,Robbery,12,2019,2
Pierce,UW-River Falls PD,Rape - revised 2017,UW-River Falls PD,Pierce,Rape - revised 2017,12,2019,0
Pierce,Spring Valley PD,Rape - revised 2017,Spring Valley PD,Pierce,Rape - revised 2017,12,2019,0
Pierce,River Falls PD (Old),Rape - revised 2017,River Falls PD (Old),Pierce,Rape - revised 2017,12,2019,6
Pierce,Prescott PD,Rape - revised 2017,Prescott PD,Pierce,Rape - revised 2017,12,2019,0
Pierce,Pierce Co SO,Rape - revised 2017,Pierce Co SO,Pierce,Rape - revised 2017,12,2019,0
Pierce,Ellsworth PD,Rape - revised 2017,Ellsworth PD,Pierce,Rape - revised 2017,12,2019,1
Pierce,UW-River Falls PD,Homicide,UW-River Falls PD,Pierce,Homicide,12,2019,0
Pierce,Spring Valley PD,Homicide,Spring Valley PD,Pierce,Homicide,12,2019,0
Pierce,River Falls PD (Old),Homicide,River Falls PD (Old),Pierce,Homicide,12,2019,0
Pierce,Prescott PD,Homicide,Prescott PD,Pierce,Homicide,12,2019,0
Pierce,Pierce Co SO,Homicide,Pierce Co SO,Pierce,Homicide,12,2019,0
Pierce,Ellsworth PD,Homicide,Ellsworth PD,Pierce,Homicide,12,2019,0
Polk,St. Croix Falls PD,Human Trafficking - Involuntary Servitude,St. Croix Falls PD,Polk,Human Trafficking - Involuntary Servitude,12,2019,0
Polk,Polk Co SO,Human Trafficking - Involuntary Servitude,Polk Co SO,Polk,Human Trafficking - Involuntary Servitude,12,2019,0
Polk,Osceola PD,Human Trafficking - Involuntary Servitude,Osceola PD,Polk,Human Trafficking - Involuntary Servitude,12,2019,0
Polk,Frederic PD,Human Trafficking - Involuntary Servitude,Frederic PD,Polk,Human Trafficking - Involuntary Servitude,5,2019,0
Polk,Amery PD,Human Trafficking - Involuntary Servitude,Amery PD,Polk,Human Trafficking - Involuntary Servitude,12,2019,0
Polk,St. Croix Falls PD,Human Trafficking - Commercial Sex,St. Croix Falls PD,Polk,Human Trafficking - Commercial Sex,12,2019,0
Polk,Polk Co SO,Human Trafficking - Commercial Sex,Polk Co SO,Polk,Human Trafficking - Commercial Sex,12,2019,0
Polk,Osceola PD,Human Trafficking - Commercial Sex,Osceola PD,Polk,Human Trafficking - Commercial Sex,12,2019,0
Polk,Frederic PD,Human Trafficking - Commercial Sex,Frederic PD,Polk,Human Trafficking - Commercial Sex,5,2019,0
Polk,Amery PD,Human Trafficking - Commercial Sex,Amery PD,Polk,Human Trafficking - Commercial Sex,12,2019,0
Polk,St. Croix Falls PD,Simple Assault,St. Croix Falls PD,Polk,Simple Assault,12,2019,10
Polk,Polk Co SO,Simple Assault,Polk Co SO,Polk,Simple Assault,12,2019,59
Polk,Osceola PD,Simple Assault,Osceola PD,Polk,Simple Assault,12,2019,0
Polk,Frederic PD,Simple Assault,Frederic PD,Polk,Simple Assault,5,2019,0
Polk,Amery PD,Simple Assault,Amery PD,Polk,Simple Assault,12,2019,24
Polk,St. Croix Falls PD,Arson,St. Croix Falls PD,Polk,Arson,12,2019,0
Polk,Polk Co SO,Arson,Polk Co SO,Polk,Arson,12,2019,0
Polk,Osceola PD,Arson,Osceola PD,Polk,Arson,12,2019,0
Polk,Frederic PD,Arson,Frederic PD,Polk,Arson,5,2019,0
Polk,Amery PD,Arson,Amery PD,Polk,Arson,12,2019,0
Polk,St. Croix Falls PD,Motor Vehicle Theft,St. Croix Falls PD,Polk,Motor Vehicle Theft,12,2019,9
Polk,Polk Co SO,Motor Vehicle Theft,Polk Co SO,Polk,Motor Vehicle Theft,12,2019,23
Polk,Osceola PD,Motor Vehicle Theft,Osceola PD,Polk,Motor Vehicle Theft,12,2019,0
Polk,Frederic PD,Motor Vehicle Theft,Frederic PD,Polk,Motor Vehicle Theft,5,2019,0
Polk,Amery PD,Motor Vehicle Theft,Amery PD,Polk,Motor Vehicle Theft,12,2019,2
Polk,St. Croix Falls PD,Larceny Theft,St. Croix Falls PD,Polk,Larceny Theft,12,2019,88
Polk,Polk Co SO,Larceny Theft,Polk Co SO,Polk,Larceny Theft,12,2019,110
Polk,Osceola PD,Larceny Theft,Osceola PD,Polk,Larceny Theft,12,2019,15
Polk,Frederic PD,Larceny Theft,Frederic PD,Polk,Larceny Theft,5,2019,0
Polk,Amery PD,Larceny Theft,Amery PD,Polk,Larceny Theft,12,2019,31
Polk,St. Croix Falls PD,Burglary,St. Croix Falls PD,Polk,Burglary,12,2019,4
Polk,Polk Co SO,Burglary,Polk Co SO,Polk,Burglary,12,2019,34
Polk,Osceola PD,Burglary,Osceola PD,Polk,Burglary,12,2019,0
Polk,Frederic PD,Burglary,Frederic PD,Polk,Burglary,5,2019,0
