County,Agency Name,Offense Description,Agency Name,County,Offense Description,Min. months_submitted,Min. year of year,Offense Count
Tribal,Oneida Tribal PD,Larceny Theft,Oneida Tribal PD,Tribal,Larceny Theft,12,2019,105
Tribal,Menominee Tribal PD,Larceny Theft,Menominee Tribal PD,Tribal,Larceny Theft,12,2019,35
Tribal,Lac Courte Oreilles Tribal PD,Larceny Theft,Lac Courte Oreilles Tribal PD,Tribal,Larceny Theft,12,2019,39
Tribal,Bad River Tribal PD,Larceny Theft,Bad River Tribal PD,Tribal,Larceny Theft,1,2019,0
Tribal,St. Croix Tribal PD,Burglary,St. Croix Tribal PD,Tribal,Burglary,12,2019,2
Tribal,Oneida Tribal PD,Burglary,Oneida Tribal PD,Tribal,Burglary,12,2019,6
Tribal,Menominee Tribal PD,Burglary,Menominee Tribal PD,Tribal,Burglary,12,2019,13
Tribal,Lac Courte Oreilles Tribal PD,Burglary,Lac Courte Oreilles Tribal PD,Tribal,Burglary,12,2019,8
Tribal,Bad River Tribal PD,Burglary,Bad River Tribal PD,Tribal,Burglary,1,2019,0
Tribal,St. Croix Tribal PD,Aggravated Assault,St. Croix Tribal PD,Tribal,Aggravated Assault,12,2019,2
Tribal,Oneida Tribal PD,Aggravated Assault,Oneida Tribal PD,Tribal,Aggravated Assault,12,2019,27
Tribal,Menominee Tribal PD,Aggravated Assault,Menominee Tribal PD,Tribal,Aggravated Assault,12,2019,78
Tribal,Lac Courte Oreilles Tribal PD,Aggravated Assault,Lac Courte Oreilles Tribal PD,Tribal,Aggravated Assault,12,2019,19
Tribal,Bad River Tribal PD,Aggravated Assault,Bad River Tribal PD,Tribal,Aggravated Assault,1,2019,0
Tribal,St. Croix Tribal PD,Robbery,St. Croix Tribal PD,Tribal,Robbery,12,2019,0
Tribal,Oneida Tribal PD,Robbery,Oneida Tribal PD,Tribal,Robbery,12,2019,0
Tribal,Menominee Tribal PD,Robbery,Menominee Tribal PD,Tribal,Robbery,12,2019,1
Tribal,Lac Courte Oreilles Tribal PD,Robbery,Lac Courte Oreilles Tribal PD,Tribal,Robbery,12,2019,0
Tribal,Bad River Tribal PD,Robbery,Bad River Tribal PD,Tribal,Robbery,1,2019,0
Tribal,St. Croix Tribal PD,Rape - revised 2017,St. Croix Tribal PD,Tribal,Rape - revised 2017,12,2019,1
Tribal,Oneida Tribal PD,Rape - revised 2017,Oneida Tribal PD,Tribal,Rape - revised 2017,12,2019,4
Tribal,Menominee Tribal PD,Rape - revised 2017,Menominee Tribal PD,Tribal,Rape - revised 2017,12,2019,1
Tribal,Lac Courte Oreilles Tribal PD,Rape - revised 2017,Lac Courte Oreilles Tribal PD,Tribal,Rape - revised 2017,12,2019,7
Tribal,Bad River Tribal PD,Rape - revised 2017,Bad River Tribal PD,Tribal,Rape - revised 2017,1,2019,0
Tribal,St. Croix Tribal PD,Homicide,St. Croix Tribal PD,Tribal,Homicide,12,2019,0
Tribal,Oneida Tribal PD,Homicide,Oneida Tribal PD,Tribal,Homicide,12,2019,0
Tribal,Menominee Tribal PD,Homicide,Menominee Tribal PD,Tribal,Homicide,12,2019,0
Tribal,Lac Courte Oreilles Tribal PD,Homicide,Lac Courte Oreilles Tribal PD,Tribal,Homicide,12,2019,0
Tribal,Bad River Tribal PD,Homicide,Bad River Tribal PD,Tribal,Homicide,1,2019,0
Vernon,Westby PD,Human Trafficking - Involuntary Servitude,Westby PD,Vernon,Human Trafficking - Involuntary Servitude,12,2019,0
Vernon,Viroqua PD,Human Trafficking - Involuntary Servitude,Viroqua PD,Vernon,Human Trafficking - Involuntary Servitude,12,2019,0
Vernon,Vernon Co SO,Human Trafficking - Involuntary Servitude,Vernon Co SO,Vernon,Human Trafficking - Involuntary Servitude,12,2019,0
Vernon,Readstown PD,Human Trafficking - Involuntary Servitude,Readstown PD,Vernon,Human Trafficking - Involuntary Servitude,12,2019,0
Vernon,La Farge PD,Human Trafficking - Involuntary Servitude,La Farge PD,Vernon,Human Trafficking - Involuntary Servitude,12,2019,0
Vernon,Hillsboro PD,Human Trafficking - Involuntary Servitude,Hillsboro PD,Vernon,Human Trafficking - Involuntary Servitude,12,2019,0
Vernon,Westby PD,Human Trafficking - Commercial Sex,Westby PD,Vernon,Human Trafficking - Commercial Sex,12,2019,0
Vernon,Viroqua PD,Human Trafficking - Commercial Sex,Viroqua PD,Vernon,Human Trafficking - Commercial Sex,12,2019,0
Vernon,Vernon Co SO,Human Trafficking - Commercial Sex,Vernon Co SO,Vernon,Human Trafficking - Commercial Sex,12,2019,0
Vernon,Readstown PD,Human Trafficking - Commercial Sex,Readstown PD,Vernon,Human Trafficking - Commercial Sex,12,2019,0
Vernon,La Farge PD,Human Trafficking - Commercial Sex,La Farge PD,Vernon,Human Trafficking - Commercial Sex,12,2019,0
Vernon,Hillsboro PD,Human Trafficking - Commercial Sex,Hillsboro PD,Vernon,Human Trafficking - Commercial Sex,12,2019,0
Vernon,Westby PD,Simple Assault,Westby PD,Vernon,Simple Assault,12,2019,1
Vernon,Viroqua PD,Simple Assault,Viroqua PD,Vernon,Simple Assault,12,2019,4
Vernon,Vernon Co SO,Simple Assault,Vernon Co SO,Vernon,Simple Assault,12,2019,27
Vernon,Readstown PD,Simple Assault,Readstown PD,Vernon,Simple Assault,12,2019,0
Vernon,La Farge PD,Simple Assault,La Farge PD,Vernon,Simple Assault,12,2019,2
Vernon,Hillsboro PD,Simple Assault,Hillsboro PD,Vernon,Simple Assault,12,2019,4
Vernon,Westby PD,Arson,Westby PD,Vernon,Arson,12,2019,1
Vernon,Viroqua PD,Arson,Viroqua PD,Vernon,Arson,12,2019,0
Vernon,Vernon Co SO,Arson,Vernon Co SO,Vernon,Arson,12,2019,0
Vernon,Readstown PD,Arson,Readstown PD,Vernon,Arson,12,2019,0
Vernon,La Farge PD,Arson,La Farge PD,Vernon,Arson,12,2019,0
Vernon,Hillsboro PD,Arson,Hillsboro PD,Vernon,Arson,12,2019,0
Vernon,Westby PD,Motor Vehicle Theft,Westby PD,Vernon,Motor Vehicle Theft,12,2019,1
Vernon,Viroqua PD,Motor Vehicle Theft,Viroqua PD,Vernon,Motor Vehicle Theft,12,2019,3
Vernon,Vernon Co SO,Motor Vehicle Theft,Vernon Co SO,Vernon,Motor Vehicle Theft,12,2019,7
Vernon,Readstown PD,Motor Vehicle Theft,Readstown PD,Vernon,Motor Vehicle Theft,12,2019,0
Vernon,La Farge PD,Motor Vehicle Theft,La Farge PD,Vernon,Motor Vehicle Theft,12,2019,0
Vernon,Hillsboro PD,Motor Vehicle Theft,Hillsboro PD,Vernon,Motor Vehicle Theft,12,2019,0
Vernon,Westby PD,Larceny Theft,Westby PD,Vernon,Larceny Theft,12,2019,31
Vernon,Viroqua PD,Larceny Theft,Viroqua PD,Vernon,Larceny Theft,12,2019,52
Vernon,Vernon Co SO,Larceny Theft,Vernon Co SO,Vernon,Larceny Theft,12,2019,58
Vernon,Readstown PD,Larceny Theft,Readstown PD,Vernon,Larceny Theft,12,2019,0
Vernon,La Farge PD,Larceny Theft,La Farge PD,Vernon,Larceny Theft,12,2019,3
Vernon,Hillsboro PD,Larceny Theft,Hillsboro PD,Vernon,Larceny Theft,12,2019,8
Vernon,Westby PD,Burglary,Westby PD,Vernon,Burglary,12,2019,4
Vernon,Viroqua PD,Burglary,Viroqua PD,Vernon,Burglary,12,2019,2
Vernon,Vernon Co SO,Burglary,Vernon Co SO,Vernon,Burglary,12,2019,12
Vernon,Readstown PD,Burglary,Readstown PD,Vernon,Burglary,12,2019,0
Vernon,La Farge PD,Burglary,La Farge PD,Vernon,Burglary,12,2019,3
Vernon,Hillsboro PD,Burglary,Hillsboro PD,Vernon,Burglary,12,2019,0
Vernon,Westby PD,Aggravated Assault,Westby PD,Vernon,Aggravated Assault,12,2019,5
Vernon,Viroqua PD,Aggravated Assault,Viroqua PD,Vernon,Aggravated Assault,12,2019,2
Vernon,Vernon Co SO,Aggravated Assault,Vernon Co SO,Vernon,Aggravated Assault,12,2019,2
Vernon,Readstown PD,Aggravated Assault,Readstown PD,Vernon,Aggravated Assault,12,2019,0
Vernon,La Farge PD,Aggravated Assault,La Farge PD,Vernon,Aggravated Assault,12,2019,0
Vernon,Hillsboro PD,Aggravated Assault,Hillsboro PD,Vernon,Aggravated Assault,12,2019,2
Vernon,Westby PD,Robbery,Westby PD,Vernon,Robbery,12,2019,0
Vernon,Viroqua PD,Robbery,Viroqua PD,Vernon,Robbery,12,2019,0
Vernon,Vernon Co SO,Robbery,Vernon Co SO,Vernon,Robbery,12,2019,0
Vernon,Readstown PD,Robbery,Readstown PD,Vernon,Robbery,12,2019,0
Vernon,La Farge PD,Robbery,La Farge PD,Vernon,Robbery,12,2019,0
Vernon,Hillsboro PD,Robbery,Hillsboro PD,Vernon,Robbery,12,2019,0
Vernon,Westby PD,Rape - revised 2017,Westby PD,Vernon,Rape - revised 2017,12,2019,0
Vernon,Viroqua PD,Rape - revised 2017,Viroqua PD,Vernon,Rape - revised 2017,12,2019,1
Vernon,Vernon Co SO,Rape - revised 2017,Vernon Co SO,Vernon,Rape - revised 2017,12,2019,0
Vernon,Readstown PD,Rape - revised 2017,Readstown PD,Vernon,Rape - revised 2017,12,2019,0
Vernon,La Farge PD,Rape - revised 2017,La Farge PD,Vernon,Rape - revised 2017,12,2019,0
Vernon,Hillsboro PD,Rape - revised 2017,Hillsboro PD,Vernon,Rape - revised 2017,12,2019,2
Vernon,Westby PD,Homicide,Westby PD,Vernon,Homicide,12,2019,0
Vernon,Viroqua PD,Homicide,Viroqua PD,Vernon,Homicide,12,2019,0
Vernon,Vernon Co SO,Homicide,Vernon Co SO,Vernon,Homicide,12,2019,1
Vernon,Readstown PD,Homicide,Readstown PD,Vernon,Homicide,12,2019,0
Vernon,La Farge PD,Homicide,La Farge PD,Vernon,Homicide,12,2019,0
Vernon,Hillsboro PD,Homicide,Hillsboro PD,Vernon,Homicide,12,2019,0
Vilas,Vilas Co SO,Human Trafficking - Involuntary Servitude,Vilas Co SO,Vilas,Human Trafficking - Involuntary Servitude,12,2019,0
Vilas,Lac du Flambeau PD,Human Trafficking - Involuntary Servitude,Lac du Flambeau PD,Vilas,Human Trafficking - Involuntary Servitude,12,2019,0
Vilas,Eagle River PD,Human Trafficking - Involuntary Servitude,Eagle River PD,Vilas,Human Trafficking - Involuntary Servitude,12,2019,0
Vilas,Vilas Co SO,Human Trafficking - Commercial Sex,Vilas Co SO,Vilas,Human Trafficking - Commercial Sex,12,2019,0
Vilas,Lac du Flambeau PD,Human Trafficking - Commercial Sex,Lac du Flambeau PD,Vilas,Human Trafficking - Commercial Sex,12,2019,0
Vilas,Eagle River PD,Human Trafficking - Commercial Sex,Eagle River PD,Vilas,Human Trafficking - Commercial Sex,12,2019,0
Vilas,Vilas Co SO,Simple Assault,Vilas Co SO,Vilas,Simple Assault,12,2019,27
Vilas,Lac du Flambeau PD,Simple Assault,Lac du Flambeau PD,Vilas,Simple Assault,12,2019,107
Vilas,Eagle River PD,Simple Assault,Eagle River PD,Vilas,Simple Assault,12,2019,5
Vilas,Vilas Co SO,Arson,Vilas Co SO,Vilas,Arson,12,2019,0
Vilas,Lac du Flambeau PD,Arson,Lac du Flambeau PD,Vilas,Arson,12,2019,0
Vilas,Eagle River PD,Arson,Eagle River PD,Vilas,Arson,12,2019,0
Vilas,Vilas Co SO,Motor Vehicle Theft,Vilas Co SO,Vilas,Motor Vehicle Theft,12,2019,5
Vilas,Lac du Flambeau PD,Motor Vehicle Theft,Lac du Flambeau PD,Vilas,Motor Vehicle Theft,12,2019,9
Vilas,Eagle River PD,Motor Vehicle Theft,Eagle River PD,Vilas,Motor Vehicle Theft,12,2019,6
Vilas,Vilas Co SO,Larceny Theft,Vilas Co SO,Vilas,Larceny Theft,12,2019,76
Vilas,Lac du Flambeau PD,Larceny Theft,Lac du Flambeau PD,Vilas,Larceny Theft,12,2019,119
Vilas,Eagle River PD,Larceny Theft,Eagle River PD,Vilas,Larceny Theft,12,2019,41
Vilas,Vilas Co SO,Burglary,Vilas Co SO,Vilas,Burglary,12,2019,20
Vilas,Lac du Flambeau PD,Burglary,Lac du Flambeau PD,Vilas,Burglary,12,2019,8
Vilas,Eagle River PD,Burglary,Eagle River PD,Vilas,Burglary,12,2019,0
Vilas,Vilas Co SO,Aggravated Assault,Vilas Co SO,Vilas,Aggravated Assault,12,2019,4
Vilas,Lac du Flambeau PD,Aggravated Assault,Lac du Flambeau PD,Vilas,Aggravated Assault,12,2019,29
Vilas,Eagle River PD,Aggravated Assault,Eagle River PD,Vilas,Aggravated Assault,12,2019,1
Vilas,Vilas Co SO,Robbery,Vilas Co SO,Vilas,Robbery,12,2019,0
Vilas,Lac du Flambeau PD,Robbery,Lac du Flambeau PD,Vilas,Robbery,12,2019,1
Vilas,Eagle River PD,Robbery,Eagle River PD,Vilas,Robbery,12,2019,0
Vilas,Vilas Co SO,Rape - revised 2017,Vilas Co SO,Vilas,Rape - revised 2017,12,2019,0
Vilas,Lac du Flambeau PD,Rape - revised 2017,Lac du Flambeau PD,Vilas,Rape - revised 2017,12,2019,7
Vilas,Eagle River PD,Rape - revised 2017,Eagle River PD,Vilas,Rape - revised 2017,12,2019,1
Vilas,Vilas Co SO,Homicide,Vilas Co SO,Vilas,Homicide,12,2019,1
Vilas,Lac du Flambeau PD,Homicide,Lac du Flambeau PD,Vilas,Homicide,12,2019,0
Vilas,Eagle River PD,Homicide,Eagle River PD,Vilas,Homicide,12,2019,0
Walworth,Williams Bay PD,Human Trafficking - Involuntary Servitude,Williams Bay PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Whitewater PD,Human Trafficking - Involuntary Servitude,Whitewater PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Walworth PD,Human Trafficking - Involuntary Servitude,Walworth PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Walworth Co SO,Human Trafficking - Involuntary Servitude,Walworth Co SO,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,UW-Whitewater PD,Human Trafficking - Involuntary Servitude,UW-Whitewater PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Sharon PD,Human Trafficking - Involuntary Servitude,Sharon PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Linn Township PD,Human Trafficking - Involuntary Servitude,Linn Township PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Lake Geneva PD,Human Trafficking - Involuntary Servitude,Lake Geneva PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Genoa City PD,Human Trafficking - Involuntary Servitude,Genoa City PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Geneva Town PD,Human Trafficking - Involuntary Servitude,Geneva Town PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Fontana PD,Human Trafficking - Involuntary Servitude,Fontana PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Elkhorn PD,Human Trafficking - Involuntary Servitude,Elkhorn PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,East Troy Village PD,Human Trafficking - Involuntary Servitude,East Troy Village PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,East Troy Town PD,Human Trafficking - Involuntary Servitude,East Troy Town PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Delavan Town PD,Human Trafficking - Involuntary Servitude,Delavan Town PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Delavan PD,Human Trafficking - Involuntary Servitude,Delavan PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Bloomfield PD,Human Trafficking - Involuntary Servitude,Bloomfield PD,Walworth,Human Trafficking - Involuntary Servitude,12,2019,0
Walworth,Williams Bay PD,Human Trafficking - Commercial Sex,Williams Bay PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Whitewater PD,Human Trafficking - Commercial Sex,Whitewater PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Walworth PD,Human Trafficking - Commercial Sex,Walworth PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Walworth Co SO,Human Trafficking - Commercial Sex,Walworth Co SO,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,UW-Whitewater PD,Human Trafficking - Commercial Sex,UW-Whitewater PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Sharon PD,Human Trafficking - Commercial Sex,Sharon PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Linn Township PD,Human Trafficking - Commercial Sex,Linn Township PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Lake Geneva PD,Human Trafficking - Commercial Sex,Lake Geneva PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Genoa City PD,Human Trafficking - Commercial Sex,Genoa City PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Geneva Town PD,Human Trafficking - Commercial Sex,Geneva Town PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Fontana PD,Human Trafficking - Commercial Sex,Fontana PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Elkhorn PD,Human Trafficking - Commercial Sex,Elkhorn PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,East Troy Village PD,Human Trafficking - Commercial Sex,East Troy Village PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,East Troy Town PD,Human Trafficking - Commercial Sex,East Troy Town PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Delavan Town PD,Human Trafficking - Commercial Sex,Delavan Town PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Delavan PD,Human Trafficking - Commercial Sex,Delavan PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Bloomfield PD,Human Trafficking - Commercial Sex,Bloomfield PD,Walworth,Human Trafficking - Commercial Sex,12,2019,0
Walworth,Williams Bay PD,Simple Assault,Williams Bay PD,Walworth,Simple Assault,12,2019,3
Walworth,Whitewater PD,Simple Assault,Whitewater PD,Walworth,Simple Assault,12,2019,45
Walworth,Walworth PD,Simple Assault,Walworth PD,Walworth,Simple Assault,12,2019,3
Walworth,Walworth Co SO,Simple Assault,Walworth Co SO,Walworth,Simple Assault,12,2019,65
Walworth,UW-Whitewater PD,Simple Assault,UW-Whitewater PD,Walworth,Simple Assault,12,2019,7
Walworth,Sharon PD,Simple Assault,Sharon PD,Walworth,Simple Assault,12,2019,0
Walworth,Linn Township PD,Simple Assault,Linn Township PD,Walworth,Simple Assault,12,2019,6
Walworth,Lake Geneva PD,Simple Assault,Lake Geneva PD,Walworth,Simple Assault,12,2019,42
Walworth,Genoa City PD,Simple Assault,Genoa City PD,Walworth,Simple Assault,12,2019,1
Walworth,Geneva Town PD,Simple Assault,Geneva Town PD,Walworth,Simple Assault,12,2019,12
Walworth,Fontana PD,Simple Assault,Fontana PD,Walworth,Simple Assault,12,2019,2
Walworth,Elkhorn PD,Simple Assault,Elkhorn PD,Walworth,Simple Assault,12,2019,45
Walworth,East Troy Village PD,Simple Assault,East Troy Village PD,Walworth,Simple Assault,12,2019,8
Walworth,East Troy Town PD,Simple Assault,East Troy Town PD,Walworth,Simple Assault,12,2019,2
Walworth,Delavan Town PD,Simple Assault,Delavan Town PD,Walworth,Simple Assault,12,2019,6
Walworth,Delavan PD,Simple Assault,Delavan PD,Walworth,Simple Assault,12,2019,36
Walworth,Bloomfield PD,Simple Assault,Bloomfield PD,Walworth,Simple Assault,12,2019,42
Walworth,Williams Bay PD,Arson,Williams Bay PD,Walworth,Arson,12,2019,0
Walworth,Whitewater PD,Arson,Whitewater PD,Walworth,Arson,12,2019,0
Walworth,Walworth PD,Arson,Walworth PD,Walworth,Arson,12,2019,0
Walworth,Walworth Co SO,Arson,Walworth Co SO,Walworth,Arson,12,2019,1
Walworth,UW-Whitewater PD,Arson,UW-Whitewater PD,Walworth,Arson,12,2019,0
Walworth,Sharon PD,Arson,Sharon PD,Walworth,Arson,12,2019,0
Walworth,Linn Township PD,Arson,Linn Township PD,Walworth,Arson,12,2019,0
Walworth,Lake Geneva PD,Arson,Lake Geneva PD,Walworth,Arson,12,2019,0
Walworth,Genoa City PD,Arson,Genoa City PD,Walworth,Arson,12,2019,0
Walworth,Geneva Town PD,Arson,Geneva Town PD,Walworth,Arson,12,2019,0
Walworth,Fontana PD,Arson,Fontana PD,Walworth,Arson,12,2019,0
Walworth,Elkhorn PD,Arson,Elkhorn PD,Walworth,Arson,12,2019,0
Walworth,East Troy Village PD,Arson,East Troy Village PD,Walworth,Arson,12,2019,0
Walworth,East Troy Town PD,Arson,East Troy Town PD,Walworth,Arson,12,2019,0
Walworth,Delavan Town PD,Arson,Delavan Town PD,Walworth,Arson,12,2019,0
Walworth,Delavan PD,Arson,Delavan PD,Walworth,Arson,12,2019,1
Walworth,Bloomfield PD,Arson,Bloomfield PD,Walworth,Arson,12,2019,0
Walworth,Williams Bay PD,Motor Vehicle Theft,Williams Bay PD,Walworth,Motor Vehicle Theft,12,2019,0
Walworth,Whitewater PD,Motor Vehicle Theft,Whitewater PD,Walworth,Motor Vehicle Theft,12,2019,8
Walworth,Walworth PD,Motor Vehicle Theft,Walworth PD,Walworth,Motor Vehicle Theft,12,2019,1
Walworth,Walworth Co SO,Motor Vehicle Theft,Walworth Co SO,Walworth,Motor Vehicle Theft,12,2019,8
Walworth,UW-Whitewater PD,Motor Vehicle Theft,UW-Whitewater PD,Walworth,Motor Vehicle Theft,12,2019,0
Walworth,Sharon PD,Motor Vehicle Theft,Sharon PD,Walworth,Motor Vehicle Theft,12,2019,0
Walworth,Linn Township PD,Motor Vehicle Theft,Linn Township PD,Walworth,Motor Vehicle Theft,12,2019,0
Walworth,Lake Geneva PD,Motor Vehicle Theft,Lake Geneva PD,Walworth,Motor Vehicle Theft,12,2019,3
Walworth,Genoa City PD,Motor Vehicle Theft,Genoa City PD,Walworth,Motor Vehicle Theft,12,2019,1
Walworth,Geneva Town PD,Motor Vehicle Theft,Geneva Town PD,Walworth,Motor Vehicle Theft,12,2019,0
Walworth,Fontana PD,Motor Vehicle Theft,Fontana PD,Walworth,Motor Vehicle Theft,12,2019,0
Walworth,Elkhorn PD,Motor Vehicle Theft,Elkhorn PD,Walworth,Motor Vehicle Theft,12,2019,6
Walworth,East Troy Village PD,Motor Vehicle Theft,East Troy Village PD,Walworth,Motor Vehicle Theft,12,2019,0
Walworth,East Troy Town PD,Motor Vehicle Theft,East Troy Town PD,Walworth,Motor Vehicle Theft,12,2019,0
Walworth,Delavan Town PD,Motor Vehicle Theft,Delavan Town PD,Walworth,Motor Vehicle Theft,12,2019,1
Walworth,Delavan PD,Motor Vehicle Theft,Delavan PD,Walworth,Motor Vehicle Theft,12,2019,2
Walworth,Bloomfield PD,Motor Vehicle Theft,Bloomfield PD,Walworth,Motor Vehicle Theft,12,2019,0
Walworth,Williams Bay PD,Larceny Theft,Williams Bay PD,Walworth,Larceny Theft,12,2019,10
Walworth,Whitewater PD,Larceny Theft,Whitewater PD,Walworth,Larceny Theft,12,2019,141
Walworth,Walworth PD,Larceny Theft,Walworth PD,Walworth,Larceny Theft,12,2019,14
Walworth,Walworth Co SO,Larceny Theft,Walworth Co SO,Walworth,Larceny Theft,12,2019,74
Walworth,UW-Whitewater PD,Larceny Theft,UW-Whitewater PD,Walworth,Larceny Theft,12,2019,31
Walworth,Sharon PD,Larceny Theft,Sharon PD,Walworth,Larceny Theft,12,2019,0
